month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,O3_target
5.0,13.0,23.0,87.69,60.4,22.49,7.18,4.57,-1.56,-0.3,5.42
2.0,1.0,0.0,29.15,39.29,27.72,5.51,1.27,-1.77,1.89,5.62
2.0,1.0,1.0,28.26,41.02,27.87,5.46,1.49,-1.47,1.99,6.1
2.0,1.0,2.0,27.36,42.74,28.51,5.41,1.7,-1.17,2.09,6.5
2.0,1.0,3.0,26.47,44.47,28.27,5.36,1.92,-0.88,2.19,6.83
2.0,1.0,4.0,31.77,34.4,28.4,5.33,1.97,-0.8,2.18,7.05
2.0,1.0,5.0,37.07,24.32,29.42,5.3,2.02,-0.73,2.16,13.8
2.0,1.0,6.0,42.37,14.25,28.98,5.26,2.07,-0.65,2.15,25.48
2.0,1.0,7.0,39.64,19.47,27.82,5.25,2.19,-0.59,1.76,36.1
2.0,1.0,8.0,36.92,24.69,27.36,5.25,2.32,-0.52,1.38,44.38
2.0,1.0,9.0,34.2,29.91,26.65,5.24,2.44,-0.45,1.0,45.9
2.0,1.0,10.0,40.4,30.36,27.61,5.48,1.28,-0.88,0.79,42.4
2.0,1.0,11.0,46.61,30.82,27.57,5.72,0.13,-1.31,0.58,39.43
2.0,1.0,12.0,52.81,31.27,27.3,5.96,-1.03,-1.73,0.37,31.65
2.0,1.0,13.0,39.51,49.1,27.65,6.12,-1.69,-0.4,0.6,17.52
2.0,1.0,14.0,26.2,66.93,27.69,6.28,-2.36,0.93,0.84,8.3
2.0,1.0,15.0,12.89,84.75,27.82,6.44,-3.02,2.26,1.08,6.58
2.0,1.0,16.0,13.76,86.66,27.76,6.12,-2.83,1.54,1.1,6.95
2.0,1.0,17.0,14.63,88.57,28.88,5.79,-2.64,0.81,1.12,5.9
2.0,1.0,18.0,15.51,90.48,27.9,5.47,-2.45,0.09,1.15,5.72
2.0,1.0,19.0,19.67,81.6,26.95,5.43,-1.48,-0.55,1.31,5.67
2.0,1.0,20.0,23.84,72.72,26.76,5.39,-0.52,-1.19,1.48,6.3
2.0,1.0,21.0,28.01,63.84,27.81,5.36,0.45,-1.83,1.64,5.5
2.0,1.0,22.0,38.44,51.95,27.62,5.44,0.84,-1.61,1.44,4.83
2.0,1.0,23.0,48.88,40.07,29.03,5.51,1.23,-1.38,1.24,4.83
8.0,5.0,0.0,31.0,52.94,25.09,9.73,2.12,-1.67,1.7,23.8
8.0,5.0,1.0,31.1,80.08,24.3,9.88,2.0,-1.57,1.92,22.68
8.0,5.0,2.0,31.19,107.22,24.9,10.02,1.89,-1.48,2.15,27.68
8.0,5.0,3.0,31.29,134.36,23.13,10.17,1.77,-1.38,2.37,56.6
8.0,5.0,4.0,31.52,126.19,24.92,10.15,1.43,-1.39,2.22,47.15
8.0,5.0,5.0,31.76,118.03,25.92,10.14,1.09,-1.4,2.07,46.8
8.0,5.0,6.0,31.99,109.86,24.59,10.12,0.75,-1.41,1.92,35.95
8.0,5.0,7.0,29.53,106.13,23.64,10.41,0.58,-0.6,1.93,30.02
8.0,5.0,8.0,27.07,102.4,23.0,10.71,0.41,0.22,1.94,31.8
8.0,5.0,9.0,24.61,98.68,23.27,11.0,0.25,1.04,1.96,34.65
8.0,5.0,10.0,17.66,102.02,24.04,10.8,-0.1,0.69,1.83,38.62
8.0,5.0,11.0,10.71,105.36,24.05,10.61,-0.45,0.33,1.7,43.27
8.0,5.0,12.0,3.76,108.7,22.83,10.42,-0.8,-0.02,1.58,34.05
8.0,5.0,13.0,12.49,103.5,22.21,10.21,0.06,-0.15,1.54,31.07
8.0,5.0,14.0,21.23,98.31,23.58,10.01,0.93,-0.27,1.5,29.8
8.0,5.0,15.0,29.96,93.11,19.56,9.81,1.79,-0.39,1.46,26.77
8.0,5.0,16.0,30.47,78.15,21.11,9.21,1.53,-0.3,1.51,24.3
8.0,5.0,17.0,30.99,63.19,20.91,8.6,1.27,-0.2,1.56,22.7
8.0,5.0,18.0,31.5,48.23,20.07,8.0,1.01,-0.1,1.61,21.68
8.0,5.0,19.0,31.04,55.87,19.83,7.93,0.5,-1.17,1.86,21.9
8.0,5.0,20.0,30.59,63.51,19.24,7.86,-0.0,-2.25,2.11,5.3
8.0,5.0,21.0,30.14,71.15,19.07,7.78,-0.5,-3.32,2.36,23.5
8.0,5.0,22.0,28.99,101.69,19.5,8.26,0.39,-2.23,2.0,24.98
8.0,5.0,23.0,27.84,132.22,19.43,8.74,1.29,-1.14,1.64,22.65
9.0,11.0,0.0,167.23,49.02,36.83,6.83,3.73,-1.98,-0.48,43.1
9.0,11.0,1.0,179.2,49.66,36.02,7.09,4.25,-1.97,-0.03,28.98
9.0,11.0,2.0,191.18,50.3,36.27,7.35,4.77,-1.96,0.42,27.92
9.0,11.0,3.0,203.15,50.93,35.24,7.61,5.29,-1.96,0.87,33.8
9.0,11.0,4.0,171.32,60.99,36.4,7.8,3.76,-1.21,0.86,31.7
9.0,11.0,5.0,139.49,71.05,37.5,7.99,2.23,-0.47,0.86,26.18
9.0,11.0,6.0,107.66,81.11,36.96,8.17,0.7,0.28,0.85,26.75
9.0,11.0,7.0,110.98,66.55,36.72,7.87,1.82,-0.33,0.28,42.37
9.0,11.0,8.0,114.3,52.0,37.16,7.57,2.95,-0.94,-0.3,29.88
9.0,11.0,9.0,117.62,37.44,37.74,7.26,4.07,-1.54,-0.87,36.17
9.0,11.0,10.0,106.84,46.79,39.15,7.16,3.17,-1.3,-0.7,32.55
9.0,11.0,11.0,96.05,56.13,40.34,7.05,2.26,-1.06,-0.52,33.58
9.0,11.0,12.0,85.27,65.48,39.78,6.94,1.36,-0.82,-0.35,32.65
9.0,11.0,13.0,89.11,58.68,40.7,6.43,-1.92,0.34,0.11,26.62
9.0,11.0,14.0,92.95,51.88,38.67,5.92,-5.2,1.5,0.57,12.2
9.0,11.0,16.0,97.12,48.39,37.93,5.16,-4.75,1.34,0.58,14.15
9.0,11.0,17.0,97.45,51.69,36.94,4.9,-1.02,0.01,0.12,13.8
9.0,11.0,18.0,97.79,55.0,37.69,4.65,2.72,-1.32,-0.34,14.75
9.0,11.0,19.0,113.52,48.74,38.64,5.07,1.8,-0.92,-0.33,22.1
9.0,11.0,20.0,129.25,42.49,39.82,5.49,0.88,-0.53,-0.32,22.5
9.0,11.0,21.0,144.97,36.24,40.2,5.91,-0.04,-0.13,-0.32,21.1
9.0,11.0,22.0,160.75,35.71,39.74,5.88,0.38,0.12,-0.32,16.23
9.0,11.0,23.0,176.52,35.18,34.33,5.84,0.81,0.37,-0.32,19.73
11.0,26.0,0.0,134.33,5.75,32.48,18.02,0.5,-1.33,-0.97,20.42
11.0,26.0,1.0,136.19,5.57,34.08,17.96,0.95,-1.95,-1.25,20.38
11.0,26.0,2.0,138.05,5.39,34.86,17.89,1.4,-2.58,-1.52,17.72
11.0,26.0,3.0,139.91,5.21,36.03,17.83,1.85,-3.2,-1.8,13.82
11.0,26.0,4.0,137.01,5.19,35.62,17.28,1.62,-3.06,-1.93,15.88
11.0,26.0,5.0,134.11,5.17,35.66,16.73,1.39,-2.92,-2.05,42.25
11.0,26.0,6.0,131.22,5.15,34.69,16.18,1.17,-2.78,-2.18,70.9
11.0,26.0,12.0,144.0,4.72,37.13,17.1,4.2,-3.58,-1.81,36.52
11.0,26.0,13.0,145.43,4.81,38.45,17.18,3.88,-3.66,-1.66,7.0
11.0,26.0,14.0,146.85,4.9,39.56,17.26,3.56,-3.74,-1.51,8.7
11.0,26.0,15.0,148.28,5.0,39.1,17.34,3.24,-3.82,-1.36,9.43
11.0,26.0,16.0,154.93,5.01,40.07,16.93,3.15,-3.51,-1.16,9.75
11.0,26.0,17.0,161.59,5.03,38.39,16.51,3.07,-3.2,-0.95,10.97
11.0,26.0,18.0,168.24,5.05,37.96,16.1,2.99,-2.89,-0.75,13.2
11.0,26.0,19.0,169.68,5.0,37.21,15.84,3.06,-2.46,-1.15,16.27
11.0,26.0,20.0,171.13,4.96,36.27,15.58,3.14,-2.03,-1.54,16.2
11.0,26.0,21.0,172.57,4.92,37.08,15.32,3.21,-1.6,-1.94,14.5
11.0,26.0,22.0,164.56,4.8,38.17,15.28,3.05,-1.49,-2.0,16.52
11.0,26.0,23.0,156.55,4.69,39.42,15.24,2.9,-1.38,-2.05,47.57
8.0,10.0,0.0,37.45,70.45,24.38,11.77,3.53,-1.05,0.99,22.88
8.0,10.0,1.0,36.88,73.86,23.55,11.86,3.21,-0.79,0.72,23.03
8.0,10.0,2.0,36.31,77.27,25.24,11.95,2.9,-0.54,0.45,22.35
8.0,10.0,3.0,35.74,80.69,26.03,12.05,2.58,-0.28,0.18,23.1
8.0,10.0,4.0,45.67,64.8,25.75,12.12,1.46,-0.35,0.72,24.77
8.0,10.0,5.0,55.6,48.92,25.51,12.2,0.34,-0.42,1.26,25.23
8.0,10.0,6.0,65.53,33.04,26.6,12.27,-0.79,-0.48,1.79,29.42
8.0,10.0,7.0,61.18,35.75,25.51,12.11,-0.3,0.28,1.15,39.75
8.0,10.0,8.0,56.83,38.47,27.14,11.94,0.18,1.03,0.51,45.68
8.0,10.0,9.0,52.48,41.18,27.0,11.78,0.66,1.79,-0.13,44.6
8.0,10.0,10.0,49.61,72.57,27.18,11.91,0.57,1.23,0.24,45.9
8.0,10.0,11.0,46.74,103.96,25.47,12.04,0.49,0.67,0.61,49.05
8.0,10.0,12.0,43.86,135.35,25.09,12.18,0.4,0.11,0.98,31.38
8.0,10.0,13.0,37.2,113.97,25.6,12.19,1.04,1.29,0.77,30.38
8.0,10.0,14.0,30.54,92.58,26.6,12.21,1.67,2.46,0.56,28.33
8.0,10.0,16.0,26.85,62.44,27.72,12.23,1.21,2.63,0.7,31.67
8.0,10.0,17.0,29.81,53.68,28.7,12.24,0.11,1.62,1.05,26.98
8.0,10.0,18.0,32.78,44.93,28.13,12.25,-0.99,0.61,1.4,25.48
8.0,10.0,19.0,35.19,46.64,28.18,11.83,-0.6,0.17,1.11,25.2
8.0,10.0,20.0,37.6,48.35,29.43,11.41,-0.22,-0.27,0.82,5.0
8.0,10.0,21.0,40.01,50.05,28.81,10.99,0.17,-0.71,0.53,24.52
8.0,10.0,22.0,46.46,49.65,26.21,10.26,0.02,-0.46,0.77,26.77
8.0,10.0,23.0,52.9,49.25,26.96,9.53,-0.14,-0.21,1.01,27.35
8.0,14.0,0.0,215.47,14.51,43.67,11.56,-2.49,-1.71,-1.05,19.25
8.0,14.0,1.0,221.19,15.07,43.42,11.44,-1.3,-1.76,-1.27,15.45
8.0,14.0,2.0,226.91,15.64,38.08,11.32,-0.11,-1.82,-1.48,18.38
8.0,14.0,3.0,232.63,16.2,34.22,11.2,1.09,-1.87,-1.7,27.15
8.0,14.0,4.0,216.87,20.53,30.41,10.15,1.47,-2.14,-2.07,36.8
8.0,14.0,5.0,201.1,24.86,30.47,9.11,1.85,-2.41,-2.44,39.12
8.0,14.0,6.0,185.34,29.18,32.83,8.06,2.23,-2.68,-2.81,55.08
8.0,14.0,7.0,175.3,33.82,31.2,8.06,2.56,-2.67,-2.66,62.0
8.0,14.0,8.0,165.26,38.45,34.89,8.05,2.9,-2.67,-2.52,68.65
8.0,14.0,9.0,155.22,43.09,33.47,8.04,3.23,-2.66,-2.37,55.75
8.0,14.0,10.0,113.5,55.13,31.53,9.61,2.13,-2.3,-1.98,59.17
8.0,14.0,11.0,71.78,67.16,33.4,11.19,1.03,-1.95,-1.59,59.42
8.0,14.0,12.0,30.06,79.2,34.43,12.76,-0.07,-1.59,-1.2,54.27
8.0,14.0,13.0,49.23,78.26,35.41,13.84,0.2,-0.9,-1.1,42.62
8.0,14.0,14.0,68.39,77.33,37.74,14.93,0.48,-0.22,-0.99,33.97
8.0,14.0,15.0,87.56,76.39,38.52,16.01,0.75,0.47,-0.89,24.8
8.0,14.0,16.0,117.09,61.75,36.62,15.34,0.98,-0.17,-0.97,48.12
8.0,14.0,17.0,146.62,47.12,36.68,14.67,1.22,-0.81,-1.05,27.12
8.0,14.0,18.0,176.16,32.48,37.09,14.0,1.45,-1.44,-1.13,29.55
8.0,14.0,19.0,189.44,35.56,36.25,14.57,1.5,-1.21,-1.05,18.07
8.0,14.0,20.0,202.73,38.65,38.8,15.13,1.56,-0.98,-0.96,7.6
8.0,14.0,21.0,216.02,41.74,37.46,15.69,1.62,-0.75,-0.88,19.87
8.0,14.0,22.0,228.66,33.15,37.84,15.7,1.46,-1.31,-1.25,18.32
8.0,14.0,23.0,241.3,24.57,39.52,15.72,1.3,-1.88,-1.62,22.43
2.0,8.0,0.0,57.57,53.95,9.5,14.24,-1.64,-0.84,0.17,9.25
2.0,8.0,1.0,38.39,79.14,10.64,14.74,-1.22,-0.64,0.06,9.07
2.0,8.0,2.0,19.2,104.34,7.47,15.25,-0.81,-0.44,-0.05,8.18
2.0,8.0,3.0,0.02,129.53,8.42,15.75,-0.4,-0.25,-0.16,7.88
2.0,8.0,4.0,8.36,109.39,8.06,14.41,-0.65,-0.56,-0.17,8.93
2.0,8.0,5.0,16.7,89.25,7.15,13.06,-0.89,-0.87,-0.18,10.55
2.0,8.0,6.0,25.04,69.11,7.22,11.72,-1.14,-1.19,-0.19,13.38
2.0,8.0,7.0,20.5,92.29,9.04,12.31,-1.49,-0.48,-0.39,22.52
2.0,8.0,8.0,15.97,115.47,9.07,12.9,-1.85,0.22,-0.59,31.23
2.0,8.0,9.0,11.44,138.65,7.11,13.49,-2.2,0.93,-0.79,32.45
2.0,8.0,10.0,14.46,127.54,9.24,13.28,-1.93,1.16,-1.03,23.32
2.0,8.0,11.0,17.48,116.42,10.55,13.06,-1.66,1.4,-1.27,24.25
2.0,8.0,12.0,20.5,105.31,11.69,12.85,-1.39,1.64,-1.51,27.9
2.0,8.0,13.0,25.16,94.44,12.74,12.71,-1.43,1.45,-1.23,24.23
2.0,8.0,14.0,29.83,83.57,7.78,12.57,-1.46,1.26,-0.95,7.83
2.0,8.0,15.0,34.49,72.69,8.28,12.43,-1.5,1.07,-0.67,8.03
2.0,8.0,16.0,34.88,73.75,6.62,13.6,-2.08,0.96,-0.77,9.2
2.0,8.0,17.0,35.28,74.81,7.27,14.76,-2.66,0.85,-0.86,8.68
2.0,8.0,18.0,35.67,75.87,7.55,15.93,-3.23,0.74,-0.95,8.35
2.0,8.0,19.0,37.88,69.98,6.12,15.78,-3.06,0.57,-1.06,8.6
2.0,8.0,20.0,40.09,64.09,8.78,15.63,-2.89,0.4,-1.17,9.6
2.0,8.0,21.0,42.3,58.2,7.99,15.48,-2.71,0.24,-1.28,9.35
2.0,8.0,22.0,34.14,73.44,7.74,14.5,-1.88,-0.37,-0.9,7.43
2.0,8.0,23.0,25.98,88.67,7.55,13.52,-1.06,-0.97,-0.52,7.6
12.0,2.0,0.0,23.49,76.28,28.43,12.5,2.14,-1.29,0.55,3.5
12.0,2.0,1.0,19.68,80.34,27.28,11.85,2.13,-1.11,0.86,3.32
12.0,2.0,2.0,15.86,84.4,28.57,11.21,2.12,-0.92,1.16,3.57
12.0,2.0,3.0,12.05,88.46,29.3,10.56,2.1,-0.74,1.46,3.23
12.0,2.0,4.0,15.8,85.17,29.04,10.57,1.89,-1.11,1.45,3.78
12.0,2.0,5.0,19.54,81.89,29.37,10.57,1.68,-1.48,1.44,8.45
12.0,2.0,6.0,23.29,78.6,29.42,10.58,1.47,-1.84,1.42,15.43
12.0,2.0,7.0,19.62,81.03,29.45,10.52,1.62,-1.67,1.31,28.27
12.0,2.0,8.0,15.96,83.46,29.17,10.45,1.76,-1.5,1.19,35.27
12.0,2.0,9.0,12.29,85.89,29.71,10.39,1.9,-1.32,1.07,39.05
12.0,2.0,10.0,14.39,89.11,29.52,10.23,1.81,-1.41,0.96,38.48
12.0,2.0,11.0,16.48,92.33,30.17,10.07,1.71,-1.5,0.84,18.07
12.0,2.0,12.0,18.58,95.56,29.41,9.91,1.62,-1.59,0.73,12.03
12.0,2.0,13.0,27.89,90.68,27.33,9.41,1.25,-1.38,0.6,2.85
12.0,2.0,14.0,37.2,85.8,26.78,8.92,0.89,-1.16,0.47,2.55
12.0,2.0,15.0,46.51,80.92,27.05,8.42,0.53,-0.95,0.33,2.55
12.0,2.0,16.0,32.62,87.06,27.74,8.53,0.2,-0.75,0.61,3.58
12.0,2.0,17.0,18.73,93.21,29.63,8.63,-0.13,-0.55,0.89,5.47
12.0,2.0,18.0,4.83,99.35,27.47,8.74,-0.46,-0.36,1.17,5.38
12.0,2.0,19.0,6.36,113.94,28.22,9.1,0.2,-0.78,1.08,4.9
12.0,2.0,20.0,7.88,128.53,29.04,9.46,0.85,-1.2,0.99,4.8
12.0,2.0,21.0,9.41,143.12,28.48,9.82,1.51,-1.63,0.9,4.63
12.0,2.0,22.0,13.55,136.35,28.22,10.23,1.48,-1.56,1.0,4.88
12.0,2.0,23.0,17.7,129.58,26.81,10.63,1.45,-1.49,1.09,4.7
4.0,12.0,0.0,178.54,8.17,36.85,19.44,2.46,-2.83,-1.73,2.38
4.0,12.0,1.0,177.86,7.76,36.81,20.06,2.91,-2.42,-1.64,5.83
4.0,12.0,2.0,177.19,7.35,37.08,20.68,3.35,-2.02,-1.54,8.53
4.0,12.0,3.0,176.52,6.94,37.79,21.3,3.8,-1.61,-1.45,21.92
4.0,12.0,4.0,172.17,6.54,39.07,21.09,3.54,-1.99,-1.52,77.4
4.0,12.0,13.0,154.18,22.34,38.44,22.36,2.52,-0.47,-0.27,72.9
4.0,12.0,14.0,121.85,24.89,39.22,22.03,2.04,-0.54,0.58,14.77
4.0,12.0,15.0,89.51,27.45,40.4,21.71,1.56,-0.61,1.43,4.58
4.0,12.0,16.0,101.98,21.23,40.04,20.59,2.16,-0.49,0.35,4.5
4.0,12.0,17.0,114.45,15.01,32.61,19.46,2.76,-0.37,-0.73,7.1
4.0,12.0,18.0,126.92,8.79,36.82,18.34,3.36,-0.26,-1.81,7.28
4.0,12.0,19.0,127.85,8.08,37.67,18.35,3.34,-0.08,-1.43,13.0
4.0,12.0,20.0,128.77,7.36,38.58,18.35,3.33,0.1,-1.05,11.4
4.0,12.0,21.0,129.69,6.65,38.56,18.36,3.32,0.28,-0.67,30.62
4.0,12.0,22.0,126.95,6.59,38.85,18.08,3.2,0.1,-0.63,13.35
4.0,12.0,23.0,124.21,6.53,39.8,17.81,3.09,-0.07,-0.58,3.58
3.0,21.0,0.0,7.52,90.01,19.43,6.81,2.61,-1.16,-2.36,2.4
3.0,21.0,1.0,8.56,86.65,18.27,6.64,2.23,-1.45,-2.31,2.58
3.0,21.0,2.0,9.6,83.3,18.49,6.47,1.85,-1.73,-2.26,2.97
3.0,21.0,3.0,10.65,79.95,16.88,6.3,1.47,-2.02,-2.22,2.57
3.0,21.0,4.0,17.17,74.44,15.12,6.11,1.37,-1.12,-2.56,3.25
3.0,21.0,5.0,23.69,68.93,15.73,5.93,1.27,-0.23,-2.91,3.9
3.0,21.0,6.0,30.21,63.43,15.35,5.74,1.17,0.67,-3.25,4.9
3.0,21.0,7.0,28.88,64.06,16.03,6.39,1.37,-0.06,-2.84,7.03
3.0,21.0,8.0,27.55,64.7,17.31,7.04,1.57,-0.79,-2.42,11.12
3.0,21.0,9.0,26.22,65.34,17.24,7.69,1.77,-1.51,-2.01,14.2
3.0,21.0,10.0,17.48,69.34,15.27,7.64,1.88,-0.74,-1.9,14.77
3.0,21.0,11.0,8.74,73.34,15.17,7.59,2.0,0.04,-1.8,14.48
3.0,21.0,12.0,0.0,77.34,18.06,7.54,2.11,0.82,-1.7,11.57
3.0,21.0,13.0,0.0,94.54,17.52,7.38,2.25,0.62,-1.94,8.88
3.0,21.0,14.0,0.0,111.74,17.69,7.23,2.39,0.42,-2.18,5.9
3.0,21.0,15.0,0.01,128.93,17.04,7.07,2.53,0.22,-2.42,4.88
3.0,21.0,16.0,12.85,104.72,18.63,6.97,2.61,0.0,-2.79,4.72
3.0,21.0,17.0,25.69,80.5,17.77,6.86,2.68,-0.22,-3.15,4.38
3.0,21.0,18.0,38.53,56.28,18.63,6.76,2.76,-0.44,-3.52,3.85
3.0,21.0,19.0,25.94,65.86,17.86,6.94,1.2,0.21,-3.34,3.93
3.0,21.0,20.0,13.34,75.44,17.62,7.11,-0.36,0.85,-3.17,4.4
3.0,21.0,21.0,0.74,85.02,18.06,7.29,-1.91,1.5,-2.99,4.12
3.0,21.0,22.0,15.4,71.15,16.41,7.15,-2.02,0.76,-2.9,3.27
3.0,21.0,23.0,30.06,57.27,15.39,7.02,-2.13,0.01,-2.81,2.6
3.0,13.0,0.0,140.55,40.43,37.07,8.12,3.8,-1.13,-1.62,6.25
3.0,13.0,1.0,130.38,45.98,36.74,7.77,3.64,-1.15,-1.59,7.55
3.0,13.0,2.0,120.22,51.53,37.38,7.42,3.49,-1.16,-1.55,11.15
3.0,13.0,3.0,110.06,57.08,33.98,7.07,3.34,-1.18,-1.52,26.82
3.0,13.0,4.0,109.33,58.2,32.54,6.78,2.01,-0.29,-1.54,16.3
3.0,13.0,5.0,108.6,59.32,34.43,6.48,0.67,0.59,-1.56,38.15
3.0,13.0,6.0,107.87,60.44,32.67,6.19,-0.66,1.47,-1.58,69.88
3.0,13.0,12.0,124.33,49.12,29.56,6.55,3.34,-2.21,-1.44,71.47
3.0,13.0,13.0,118.35,47.52,24.65,6.87,2.75,-0.86,-1.42,51.17
3.0,13.0,14.0,112.38,45.93,30.36,7.18,2.16,0.48,-1.39,14.23
3.0,13.0,15.0,106.4,44.33,32.23,7.49,1.57,1.83,-1.36,3.2
3.0,13.0,16.0,116.1,42.17,32.39,7.5,0.23,2.17,-1.73,3.15
3.0,13.0,17.0,125.8,40.02,36.1,7.5,-1.11,2.52,-2.1,3.6
3.0,13.0,18.0,135.5,37.86,35.19,7.5,-2.45,2.86,-2.47,3.95
3.0,13.0,19.0,129.29,35.43,32.01,7.27,-0.92,1.64,-2.14,3.25
3.0,13.0,20.0,123.07,33.0,32.84,7.05,0.61,0.41,-1.81,6.1
3.0,13.0,21.0,116.86,30.57,34.24,6.82,2.14,-0.82,-1.47,11.28
3.0,13.0,22.0,109.93,37.22,35.22,7.08,2.75,-1.39,-1.44,6.97
3.0,13.0,23.0,102.99,43.87,35.02,7.35,3.35,-1.96,-1.41,10.95
2.0,24.0,0.0,74.91,30.77,25.57,20.7,1.99,-1.04,-0.13,3.9
2.0,24.0,1.0,73.45,29.42,25.28,20.36,1.84,-0.78,-0.34,3.7
2.0,24.0,2.0,72.0,28.07,25.06,20.02,1.68,-0.51,-0.55,4.2
2.0,24.0,3.0,70.54,26.72,25.45,19.68,1.52,-0.25,-0.76,5.42
2.0,24.0,4.0,69.63,27.34,26.76,20.07,0.77,-0.5,-0.74,14.12
2.0,24.0,5.0,68.71,27.96,26.5,20.45,0.01,-0.74,-0.72,15.83
2.0,24.0,6.0,67.8,28.58,27.36,20.84,-0.75,-0.98,-0.7,28.08
2.0,24.0,7.0,69.98,28.63,25.46,20.9,-0.25,-1.14,-1.12,54.27
2.0,24.0,9.0,74.35,28.73,27.5,21.01,0.74,-1.46,-1.97,76.28
2.0,24.0,12.0,62.67,39.68,26.22,20.49,-0.39,-0.98,-1.01,78.45
2.0,24.0,13.0,86.42,39.0,26.27,20.49,-0.43,-0.46,-0.51,52.9
2.0,24.0,14.0,110.18,38.31,25.95,20.49,-0.47,0.05,-0.02,22.42
2.0,24.0,15.0,133.93,37.63,25.62,20.49,-0.51,0.56,0.48,4.98
2.0,24.0,16.0,122.42,38.58,26.94,20.26,-0.35,0.16,0.35,3.5
2.0,24.0,17.0,110.91,39.52,27.38,20.02,-0.19,-0.24,0.22,4.0
2.0,24.0,18.0,99.39,40.47,28.35,19.78,-0.03,-0.65,0.08,3.38
2.0,24.0,19.0,118.37,44.42,28.47,20.07,0.3,-0.69,0.05,12.5
2.0,24.0,20.0,137.35,48.37,28.64,20.35,0.63,-0.73,0.02,8.8
2.0,24.0,21.0,156.34,52.32,28.94,20.63,0.96,-0.78,-0.01,11.33
2.0,24.0,22.0,150.83,47.96,26.78,20.46,0.96,-0.87,0.02,13.45
2.0,24.0,23.0,145.33,43.59,25.59,20.29,0.96,-0.97,0.04,4.72
10.0,27.0,0.0,3.23,113.2,17.88,7.03,0.59,-1.76,-0.53,4.68
10.0,27.0,1.0,11.37,119.84,16.73,7.15,1.04,-1.43,-0.47,4.72
10.0,27.0,2.0,19.52,126.48,17.18,7.27,1.5,-1.1,-0.42,4.67
10.0,27.0,3.0,27.66,133.12,14.29,7.39,1.95,-0.77,-0.37,4.7
10.0,27.0,4.0,27.4,131.86,16.26,7.29,0.42,-0.36,-0.43,7.8
10.0,27.0,5.0,27.13,130.59,16.91,7.19,-1.11,0.06,-0.5,11.27
10.0,27.0,6.0,26.86,129.33,18.21,7.08,-2.64,0.47,-0.57,13.35
10.0,27.0,7.0,34.04,117.47,17.64,6.96,-1.37,-0.22,-0.43,8.05
10.0,27.0,8.0,41.21,105.61,16.85,6.83,-0.09,-0.91,-0.29,8.43
10.0,27.0,9.0,48.39,93.75,16.08,6.71,1.19,-1.59,-0.16,8.47
10.0,27.0,10.0,51.61,74.78,16.88,6.64,0.88,-0.97,-0.18,8.2
10.0,27.0,11.0,54.83,55.81,19.96,6.58,0.58,-0.34,-0.21,7.62
10.0,27.0,12.0,58.05,36.84,19.18,6.52,0.28,0.29,-0.23,6.58
10.0,27.0,13.0,53.74,44.1,16.51,6.42,-0.98,0.18,-0.29,5.5
10.0,27.0,14.0,49.44,51.36,16.06,6.33,-2.23,0.08,-0.35,5.35
10.0,27.0,15.0,45.13,58.63,17.52,6.24,-3.49,-0.03,-0.4,5.52
10.0,27.0,16.0,37.66,66.36,18.88,6.37,-3.04,0.13,-0.35,5.45
10.0,27.0,17.0,30.2,74.09,18.41,6.49,-2.59,0.29,-0.29,6.03
10.0,27.0,18.0,22.73,81.82,17.44,6.62,-2.14,0.44,-0.23,6.05
10.0,27.0,19.0,21.96,76.16,18.76,6.55,-0.58,-0.49,-0.02,5.95
10.0,27.0,20.0,21.18,70.5,18.17,6.47,0.98,-1.43,0.2,5.6
10.0,27.0,21.0,20.41,64.83,17.6,6.39,2.54,-2.37,0.41,6.4
10.0,27.0,22.0,16.75,69.52,18.58,6.45,2.05,-1.65,-0.17,6.4
10.0,27.0,23.0,13.09,74.21,21.44,6.5,1.57,-0.93,-0.76,6.38
9.0,21.0,0.0,219.94,22.96,25.36,11.41,4.42,-1.98,-0.54,19.18
9.0,21.0,1.0,210.82,21.71,24.42,11.6,4.76,-2.07,-1.13,24.33
9.0,21.0,2.0,201.7,20.45,25.36,11.79,5.1,-2.16,-1.73,14.65
9.0,21.0,3.0,192.58,19.2,24.26,11.99,5.43,-2.25,-2.32,22.6
9.0,21.0,4.0,187.76,17.99,23.88,11.68,5.26,-2.44,-1.65,35.07
9.0,21.0,5.0,182.94,16.77,24.96,11.38,5.09,-2.63,-0.98,45.55
9.0,21.0,6.0,178.13,15.55,24.4,11.07,4.92,-2.82,-0.31,49.7
9.0,21.0,7.0,199.72,20.68,24.04,11.76,4.37,-2.41,-0.24,60.9
9.0,21.0,8.0,221.31,25.81,23.15,12.45,3.82,-1.99,-0.18,60.83
9.0,21.0,9.0,242.91,30.94,23.58,13.14,3.27,-1.58,-0.11,78.22
9.0,21.0,10.0,239.71,27.77,23.35,13.37,3.51,-1.85,-0.73,54.53
9.0,21.0,11.0,236.52,24.59,22.02,13.59,3.75,-2.13,-1.35,50.95
9.0,21.0,12.0,233.32,21.41,22.85,13.82,3.98,-2.4,-1.97,30.55
9.0,21.0,19.0,235.43,30.0,25.59,11.66,4.64,-2.52,-0.49,5.2
9.0,21.0,20.0,224.04,23.79,22.91,10.97,4.38,-2.71,-0.48,13.7
